cprs_id,platform,platform_id,name,url,contest_id,difficulty_raw,difficulty_normalized,tags_original_str,tags_unified_str,solve_count,acceptance_rate,is_premium
cf:2229A,codeforces,2229A,Slimes on a Line,https://codeforces.com/problemset/problem/2229/A,2229,800.0,0.0,brute force|greedy|math,brute_force|greedy|math,17733.0,,False
cf:2228F,codeforces,2228F,Momoyo and the Network,https://codeforces.com/problemset/problem/2228/F,2228,2700.0,0.7037037037037037,binary search|dfs and similar|divide and conquer|dp|trees,binary_search|dfs|divide_and_conquer|dynamic_programming|trees,321.0,,False
cf:2228E2,codeforces,2228E2,Amanojaku and Sequence (Hard Version),https://codeforces.com/problemset/problem/2228/E2,2228,2500.0,0.6296296296296297,combinatorics|data structures|implementation|math,combinatorics|data_structures|implementation|math,293.0,,False
cf:2228E1,codeforces,2228E1,Amanojaku and Sequence (Easy Version),https://codeforces.com/problemset/problem/2228/E1,2228,2400.0,0.5925925925925926,combinatorics|math,combinatorics|math,579.0,,False
cf:2228D,codeforces,2228D,"Sanae, Cross and Color",https://codeforces.com/problemset/problem/2228/D,2228,1900.0,0.4074074074074074,binary search|data structures|implementation,binary_search|data_structures|implementation,2643.0,,False
cf:2228C2,codeforces,2228C2,Cirno and Number (Hard Version),https://codeforces.com/problemset/problem/2228/C2,2228,1600.0,0.2962962962962963,binary search|dfs and similar|dp|greedy|implementation,binary_search|dfs|dynamic_programming|greedy|implementation,5765.0,,False
cf:2228C1,codeforces,2228C1,Cirno and Number (Easy Version),https://codeforces.com/problemset/problem/2228/C1,2228,1500.0,0.25925925925925924,binary search|brute force|dp|greedy|implementation,binary_search|brute_force|dynamic_programming|greedy|implementation,7635.0,,False
cf:2228B,codeforces,2228B,Remilia Plays Soku,https://codeforces.com/problemset/problem/2228/B,2228,1100.0,0.1111111111111111,games|implementation,game_theory|implementation,16111.0,,False
cf:2228A,codeforces,2228A,Marisa Steals Reimu's Takeout,https://codeforces.com/problemset/problem/2228/A,2228,800.0,0.0,greedy|implementation,greedy|implementation,20787.0,,False
cf:2227H,codeforces,2227H,Fallen Leaves,https://codeforces.com/problemset/problem/2227/H,2227,2100.0,0.48148148148148145,dfs and similar|dp|trees,dfs|dynamic_programming|trees,1575.0,,False
cf:2227G,codeforces,2227G,Drowning,https://codeforces.com/problemset/problem/2227/G,2227,2000.0,0.4444444444444444,binary search|data structures|math,binary_search|data_structures|math,2063.0,,False
cf:2227F,codeforces,2227F,It Just Keeps Going Sideways,https://codeforces.com/problemset/problem/2227/F,2227,1700.0,0.3333333333333333,binary search|data structures|dp|greedy|math,binary_search|data_structures|dynamic_programming|greedy|math,4115.0,,False
cf:2227E,codeforces,2227E,It All Went Sideways,https://codeforces.com/problemset/problem/2227/E,2227,1400.0,0.2222222222222222,binary search|data structures|dp|greedy,binary_search|data_structures|dynamic_programming|greedy,9069.0,,False
cf:2227D,codeforces,2227D,Palindromex,https://codeforces.com/problemset/problem/2227/D,2227,1200.0,0.14814814814814814,binary search|brute force|constructive algorithms|data structures|greedy|implementation|two pointers,binary_search|brute_force|constructive|data_structures|greedy|implementation|two_pointers,13011.0,,False
cf:2227C,codeforces,2227C,Snowfall,https://codeforces.com/problemset/problem/2227/C,2227,800.0,0.0,constructive algorithms|math,constructive|math,21688.0,,False
cf:2227B,codeforces,2227B,Party Monster,https://codeforces.com/problemset/problem/2227/B,2227,800.0,0.0,greedy,greedy,26438.0,,False
cf:2227A,codeforces,2227A,Koshary,https://codeforces.com/problemset/problem/2227/A,2227,800.0,0.0,implementation|math,implementation|math,29353.0,,False
cf:2226G,codeforces,2226G,Stop Spot,https://codeforces.com/problemset/problem/2226/G,2226,3000.0,0.8148148148148148,implementation|strings|trees,implementation|strings|trees,174.0,,False
cf:2226F,codeforces,2226F,Inversion Invasion,https://codeforces.com/problemset/problem/2226/F,2226,2800.0,0.7407407407407407,math|number theory,math|number_theory,260.0,,False
cf:2226E,codeforces,2226E,Mental Monumental (Hard Version),https://codeforces.com/problemset/problem/2226/E,2226,2300.0,0.5555555555555556,data structures|greedy|math|two pointers,data_structures|greedy|math|two_pointers,959.0,,False
cf:2226D,codeforces,2226D,Reserved Reversals,https://codeforces.com/problemset/problem/2226/D,2226,1900.0,0.4074074074074074,constructive algorithms|dp|greedy|math,constructive|dynamic_programming|greedy|math,3010.0,,False
cf:2226C,codeforces,2226C,Mental Monumental (Easy Version),https://codeforces.com/problemset/problem/2226/C,2226,1500.0,0.25925925925925924,binary search|data structures|greedy|math|two pointers,binary_search|data_structures|greedy|math|two_pointers,7673.0,,False
cf:2226B,codeforces,2226B,Everything Everywhere,https://codeforces.com/problemset/problem/2226/B,2226,900.0,0.037037037037037035,greedy|math|number theory,greedy|math|number_theory,13757.0,,False
cf:2226A,codeforces,2226A,Disturbing Distribution,https://codeforces.com/problemset/problem/2226/A,2226,800.0,0.0,greedy|math,greedy|math,14767.0,,False
cf:2225G,codeforces,2225G,Simple Problem,https://codeforces.com/problemset/problem/2225/G,2225,2900.0,0.7777777777777778,brute force|graphs|greedy|number theory,brute_force|graphs|greedy|number_theory,256.0,,False
cf:2225F,codeforces,2225F,String Cutting,https://codeforces.com/problemset/problem/2225/F,2225,2600.0,0.6666666666666666,binary search|brute force|greedy|hashing|string suffix structures|strings,binary_search|brute_force|greedy|hashing|other:string suffix structures|strings,720.0,,False
cf:2225E,codeforces,2225E,Covering Points with Circles,https://codeforces.com/problemset/problem/2225/E,2225,2200.0,0.5185185185185185,constructive algorithms|geometry|math,constructive|geometry|math,1239.0,,False
cf:2225D,codeforces,2225D,Exceptional Segments,https://codeforces.com/problemset/problem/2225/D,2225,1500.0,0.25925925925925924,bitmasks|brute force|math,bitmask|brute_force|math,7936.0,,False
cf:2225C,codeforces,2225C,Red-Black Pairs,https://codeforces.com/problemset/problem/2225/C,2225,1100.0,0.1111111111111111,dp|greedy,dynamic_programming|greedy,13520.0,,False
cf:2225B,codeforces,2225B,Alternating String,https://codeforces.com/problemset/problem/2225/B,2225,900.0,0.037037037037037035,brute force|greedy,brute_force|greedy,16623.0,,False
cf:2225A,codeforces,2225A,A Number Between Two Others,https://codeforces.com/problemset/problem/2225/A,2225,800.0,0.0,greedy|math,greedy|math,20896.0,,False
cf:2224B,codeforces,2224B,Zhily and Mex and Max,https://codeforces.com/problemset/problem/2224/B,2224,1200.0,0.14814814814814814,constructive algorithms|greedy|math|sortings,constructive|greedy|math|sorting,8340.0,,False
cf:2224A,codeforces,2224A,Zhily and Array Operating,https://codeforces.com/problemset/problem/2224/A,2224,800.0,0.0,constructive algorithms|greedy,constructive|greedy,11243.0,,False
cf:2223F,codeforces,2223F,Zhily and Colorful Strings,https://codeforces.com/problemset/problem/2223/F,2223,3400.0,0.9629629629629629,divide and conquer|fft|math,divide_and_conquer|fft|math,96.0,,False
cf:2223E,codeforces,2223E,Zhily and Permutation,https://codeforces.com/problemset/problem/2223/E,2223,3500.0,1.0,data structures|divide and conquer|trees,data_structures|divide_and_conquer|trees,38.0,,False
cf:2223D,codeforces,2223D,Zhily and Cycle,https://codeforces.com/problemset/problem/2223/D,2223,2800.0,0.7407407407407407,graphs|greedy,graphs|greedy,336.0,,False
cf:2223C,codeforces,2223C,Zhily and Signpost,https://codeforces.com/problemset/problem/2223/C,2223,2300.0,0.5555555555555556,chinese remainder theorem|dfs and similar|math|number theory|trees,dfs|math|number_theory|other:chinese remainder theorem|trees,874.0,,False
cf:2223B,codeforces,2223B,Zhily and Barknights,https://codeforces.com/problemset/problem/2223/B,2223,1600.0,0.2962962962962963,binary search|data structures|dp|math|sortings|two pointers,binary_search|data_structures|dynamic_programming|math|sorting|two_pointers,3423.0,,False
cf:2223A,codeforces,2223A,Zhily and Bracket Swapping,https://codeforces.com/problemset/problem/2223/A,2223,1300.0,0.18518518518518517,constructive algorithms|greedy,constructive|greedy,7332.0,,False
cf:2222H,codeforces,2222H,Counting Sort?,https://codeforces.com/problemset/problem/2222/H,2222,3500.0,1.0,brute force|combinatorics|dp,brute_force|combinatorics|dynamic_programming,139.0,,False
cf:2222G,codeforces,2222G,Statistics on Tree,https://codeforces.com/problemset/problem/2222/G,2222,3100.0,0.8518518518518519,binary search|brute force|dfs and similar|divide and conquer|graphs|trees,binary_search|brute_force|dfs|divide_and_conquer|graphs|trees,204.0,,False
cf:2222F,codeforces,2222F,Building Tree,https://codeforces.com/problemset/problem/2222/F,2222,2600.0,0.6666666666666666,data structures|divide and conquer|dsu|graphs|implementation,data_structures|divide_and_conquer|graphs|implementation|other:dsu,707.0,,False
cf:2222E,codeforces,2222E,Seek the Truth,https://codeforces.com/problemset/problem/2222/E,2222,2000.0,0.4444444444444444,binary search|bitmasks|constructive algorithms|interactive,binary_search|bitmask|constructive|other:interactive,2299.0,,False
cf:2222D,codeforces,2222D,Permutation Construction,https://codeforces.com/problemset/problem/2222/D,2222,1800.0,0.37037037037037035,constructive algorithms|data structures|sortings,constructive|data_structures|sorting,3851.0,,False
cf:2222C,codeforces,2222C,Median Partition,https://codeforces.com/problemset/problem/2222/C,2222,1500.0,0.25925925925925924,dp|math,dynamic_programming|math,5860.0,,False
cf:2222B,codeforces,2222B,Artistic Balance Tree,https://codeforces.com/problemset/problem/2222/B,2222,1100.0,0.1111111111111111,greedy|sortings,greedy|sorting,8690.0,,False
cf:2222A,codeforces,2222A,A Wonderful Contest,https://codeforces.com/problemset/problem/2222/A,2222,800.0,0.0,brute force|dp|math,brute_force|dynamic_programming|math,11882.0,,False
cf:2220B,codeforces,2220B,OIE Excursion,https://codeforces.com/problemset/problem/2220/B,2220,1200.0,0.14814814814814814,greedy,greedy,14099.0,,False
cf:2220A,codeforces,2220A,Blocked,https://codeforces.com/problemset/problem/2220/A,2220,800.0,0.0,greedy|sortings,greedy|sorting,20444.0,,False
cf:2219E,codeforces,2219E,Weird Chessboard,https://codeforces.com/problemset/problem/2219/E,2219,3500.0,1.0,constructive algorithms|math,constructive|math,134.0,,False
cf:2219D,codeforces,2219D,MEX Replacement on Tree,https://codeforces.com/problemset/problem/2219/D,2219,2700.0,0.7037037037037037,data structures|implementation|math|trees,data_structures|implementation|math|trees,513.0,,False
cf:2219C,codeforces,2219C,Coloring a Red Black Tree,https://codeforces.com/problemset/problem/2219/C,2219,2300.0,0.5555555555555556,dfs and similar|dp|greedy|math|probabilities|trees,dfs|dynamic_programming|greedy|math|probability|trees,1391.0,,False
cf:2219B2,codeforces,2219B2,Unique Values (Hard version),https://codeforces.com/problemset/problem/2219/B2,2219,2000.0,0.4444444444444444,binary search|bitmasks|constructive algorithms|interactive,binary_search|bitmask|constructive|other:interactive,3656.0,,False
cf:2219B1,codeforces,2219B1,Unique Values (Easy version),https://codeforces.com/problemset/problem/2219/B1,2219,1900.0,0.4074074074074074,binary search|constructive algorithms|divide and conquer|interactive|math,binary_search|constructive|divide_and_conquer|math|other:interactive,4072.0,,False
cf:2219A,codeforces,2219A,Grid L,https://codeforces.com/problemset/problem/2219/A,2219,1400.0,0.2222222222222222,brute force|constructive algorithms|math|number theory,brute_force|constructive|math|number_theory,10362.0,,False
cf:2218G,codeforces,2218G,"The 67th Iteration of ""Counting is Fun""",https://codeforces.com/problemset/problem/2218/G,2218,1800.0,0.37037037037037035,implementation|math,implementation|math,4307.0,,False
cf:2218F,codeforces,2218F,The 67th Tree Problem,https://codeforces.com/problemset/problem/2218/F,2218,1500.0,0.25925925925925924,constructive algorithms|implementation|trees,constructive|implementation|trees,8642.0,,False
cf:2218E,codeforces,2218E,The 67th XOR Problem,https://codeforces.com/problemset/problem/2218/E,2218,1200.0,0.14814814814814814,binary search|bitmasks|brute force,binary_search|bitmask|brute_force,16352.0,,False
cf:2218D,codeforces,2218D,The 67th OEIS Problem,https://codeforces.com/problemset/problem/2218/D,2218,1100.0,0.1111111111111111,constructive algorithms|greedy|math|number theory,constructive|greedy|math|number_theory,20775.0,,False
cf:2218C,codeforces,2218C,The 67th Permutation Problem,https://codeforces.com/problemset/problem/2218/C,2218,800.0,0.0,constructive algorithms|greedy|math,constructive|greedy|math,29749.0,,False
cf:2218B,codeforces,2218B,The 67th 6-7 Integer Problem,https://codeforces.com/problemset/problem/2218/B,2218,800.0,0.0,greedy|math,greedy|math,38292.0,,False
cf:2218A,codeforces,2218A,The 67th Integer Problem,https://codeforces.com/problemset/problem/2218/A,2218,800.0,0.0,brute force|games|implementation|math,brute_force|game_theory|implementation|math,39960.0,,False
cf:2217H,codeforces,2217H,Closer,https://codeforces.com/problemset/problem/2217/H,2217,2800.0,0.7407407407407407,dfs and similar|dp|trees,dfs|dynamic_programming|trees,256.0,,False
cf:2217G,codeforces,2217G,Down the Pivot,https://codeforces.com/problemset/problem/2217/G,2217,2600.0,0.6666666666666666,combinatorics|dp|math|trees,combinatorics|dynamic_programming|math|trees,432.0,,False
cf:2217F,codeforces,2217F,Interval Game,https://codeforces.com/problemset/problem/2217/F,2217,2300.0,0.5555555555555556,bitmasks|combinatorics|constructive algorithms|dp|games|greedy|math|probabilities,bitmask|combinatorics|constructive|dynamic_programming|game_theory|greedy|math|probability,849.0,,False
cf:2217E,codeforces,2217E,Definitely Larger,https://codeforces.com/problemset/problem/2217/E,2217,2000.0,0.4444444444444444,binary search|constructive algorithms|data structures|graphs|greedy|sortings,binary_search|constructive|data_structures|graphs|greedy|sorting,2389.0,,False
cf:2217D,codeforces,2217D,Flip the Bit (Hard Version),https://codeforces.com/problemset/problem/2217/D,2217,1900.0,0.4074074074074074,greedy|implementation|math,greedy|implementation|math,3694.0,,False
cf:2217C,codeforces,2217C,Grid Covering,https://codeforces.com/problemset/problem/2217/C,2217,1300.0,0.18518518518518517,chinese remainder theorem|math|number theory,math|number_theory|other:chinese remainder theorem,11648.0,,False
cf:2217B,codeforces,2217B,Flip the Bit (Easy Version),https://codeforces.com/problemset/problem/2217/B,2217,1000.0,0.07407407407407407,greedy|implementation,greedy|implementation,18021.0,,False
cf:2217A,codeforces,2217A,The Equalizer,https://codeforces.com/problemset/problem/2217/A,2217,800.0,0.0,math,math,24354.0,,False
